zotqdaFormat,code,codeId,citekey,creator,year,title,itemKey,attachmentKey,attachmentTitle,pageLabel,annotationKey,annotationType,color,text,comment,weight,allTags,codedBy,codedAt,dateAdded,dateModified,positionKind,positionStart,positionEnd,positionPage,positionRects
fragments/1,Belastung/körperlich,c4d31cf9b,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,1,DEMO0007,highlight,#ff6666,Auszug 0007,,1,#Code Belastung/körperlich,bob,2026-06-08T10:52:00.000Z,2026-06-08T10:52:00.000Z,2026-06-08T10:52:00.000Z,text,1128,1323,,
fragments/1,Belastung/emotional,c96c04b3c,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,1,DEMO0008,highlight,#ff6666,Auszug 0008,,1,#Code Belastung/emotional,ann,2026-06-08T11:16:00.000Z,2026-06-08T11:16:00.000Z,2026-06-08T11:16:00.000Z,text,1362,1490,,
fragments/1,Belastung/emotional,c96c04b3c,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,1,DEMO0008,highlight,#ff6666,Auszug 0008,,1,#Code Belastung/emotional,bob,2026-06-08T11:16:00.000Z,2026-06-08T11:16:00.000Z,2026-06-08T11:16:00.000Z,text,1362,1490,,
fragments/1,Ressourcen/Team,cbe124367,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0009,highlight,#2ea8e5,Auszug 0009,,1,#Code Ressourcen/Team,ann,2026-06-08T11:33:00.000Z,2026-06-08T11:33:00.000Z,2026-06-08T11:33:00.000Z,text,1539,1634,,
fragments/1,Ressourcen/Team,cbe124367,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0009,highlight,#2ea8e5,Auszug 0009,,1,#Code Ressourcen/Team,bob,2026-06-08T11:33:00.000Z,2026-06-08T11:33:00.000Z,2026-06-08T11:33:00.000Z,text,1539,1634,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0010,highlight,#5fb236,Auszug 0010,,1,#Code Bewältigung/Humor,ann,2026-06-08T11:50:00.000Z,2026-06-08T11:50:00.000Z,2026-06-08T11:50:00.000Z,text,1706,1878,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0010,highlight,#5fb236,Auszug 0010,,1,#Code Bewältigung/Humor,bob,2026-06-08T11:50:00.000Z,2026-06-08T11:50:00.000Z,2026-06-08T11:50:00.000Z,text,1706,1878,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0011,highlight,#ff6666,Auszug 0011,,1,#Code Belastung/Zeitdruck,ann,2026-06-08T12:14:00.000Z,2026-06-08T12:14:00.000Z,2026-06-08T12:14:00.000Z,text,1946,2060,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0011,highlight,#ff6666,Auszug 0011,,1,#Code Belastung/Zeitdruck,bob,2026-06-08T12:14:00.000Z,2026-06-08T12:14:00.000Z,2026-06-08T12:14:00.000Z,text,1946,2060,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0012,highlight,#ff6666,Auszug 0012,,1,#Code Belastung/körperlich,ann,2026-06-08T12:30:00.000Z,2026-06-08T12:30:00.000Z,2026-06-08T12:30:00.000Z,text,2102,2172,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0012,highlight,#ff6666,Auszug 0012,,1,#Code Belastung/körperlich,bob,2026-06-08T12:30:00.000Z,2026-06-08T12:30:00.000Z,2026-06-08T12:30:00.000Z,text,2102,2172,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0013,highlight,#ff6666,Auszug 0013,,1,#Code Belastung/Zeitdruck,ann,2026-06-08T12:44:00.000Z,2026-06-08T12:44:00.000Z,2026-06-08T12:44:00.000Z,text,2240,2413,,
fragments/1,Bewältigung/Distanz,c0bac907c,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0013,highlight,#5fb236,Auszug 0013,,1,#Code Bewältigung/Distanz,bob,2026-06-08T12:44:00.000Z,2026-06-08T12:44:00.000Z,2026-06-08T12:44:00.000Z,text,2240,2413,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0014,highlight,#ff6666,Auszug 0014,,1,#Code Belastung/körperlich,ann,2026-06-08T13:08:00.000Z,2026-06-08T13:08:00.000Z,2026-06-08T13:08:00.000Z,text,2487,2597,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0014,highlight,#ff6666,Auszug 0014,,1,#Code Belastung/körperlich,bob,2026-06-08T13:08:00.000Z,2026-06-08T13:08:00.000Z,2026-06-08T13:08:00.000Z,text,2487,2597,,
fragments/1,Belastung/emotional,c96c04b3c,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0015,highlight,#ff6666,Auszug 0015,,1,#Code Belastung/emotional,ann,2026-06-08T13:27:00.000Z,2026-06-08T13:27:00.000Z,2026-06-08T13:27:00.000Z,text,2671,2874,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0015,highlight,#ff6666,Auszug 0015,,1,#Code Belastung/Zeitdruck,bob,2026-06-08T13:27:00.000Z,2026-06-08T13:27:00.000Z,2026-06-08T13:27:00.000Z,text,2671,2874,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0015,highlight,#5fb236,Auszug 0015,,1,#Code Bewältigung/Humor,ann,2026-06-08T13:27:00.000Z,2026-06-08T13:27:00.000Z,2026-06-08T13:27:00.000Z,text,2671,2874,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0016,highlight,#ff6666,Auszug 0016,,1,#Code Belastung/Zeitdruck,ann,2026-06-08T13:54:00.000Z,2026-06-08T13:54:00.000Z,2026-06-08T13:54:00.000Z,text,2940,3001,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,2,DEMO0016,highlight,#ff6666,Auszug 0016,,1,#Code Belastung/Zeitdruck,bob,2026-06-08T13:54:00.000Z,2026-06-08T13:54:00.000Z,2026-06-08T13:54:00.000Z,text,2940,3001,,
fragments/1,Ressourcen/Team,cbe124367,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0017,highlight,#2ea8e5,Auszug 0017,,1,#Code Ressourcen/Team,ann,2026-06-08T14:05:00.000Z,2026-06-08T14:05:00.000Z,2026-06-08T14:05:00.000Z,text,3054,3171,,
fragments/1,Belastung/emotional,c96c04b3c,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0017,highlight,#ff6666,Auszug 0017,,1,#Code Belastung/emotional,bob,2026-06-08T14:05:00.000Z,2026-06-08T14:05:00.000Z,2026-06-08T14:05:00.000Z,text,3054,3171,,
fragments/1,Belastung/emotional,c96c04b3c,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0018,highlight,#ff6666,Auszug 0018,,1,#Code Belastung/emotional,ann,2026-06-08T14:23:00.000Z,2026-06-08T14:23:00.000Z,2026-06-08T14:23:00.000Z,text,3234,3306,,
fragments/1,Belastung/emotional,c96c04b3c,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0018,highlight,#ff6666,Auszug 0018,,1,#Code Belastung/emotional,bob,2026-06-08T14:23:00.000Z,2026-06-08T14:23:00.000Z,2026-06-08T14:23:00.000Z,text,3234,3306,,
fragments/1,Bewältigung/Sport,c63f43352,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0019,highlight,#5fb236,Auszug 0019,,1,#Code Bewältigung/Sport,ann,2026-06-08T14:36:00.000Z,2026-06-08T14:36:00.000Z,2026-06-08T14:36:00.000Z,text,3364,3497,,
fragments/1,Bewältigung/Sport,c63f43352,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0019,highlight,#5fb236,Auszug 0019,,1,#Code Bewältigung/Sport,bob,2026-06-08T14:36:00.000Z,2026-06-08T14:36:00.000Z,2026-06-08T14:36:00.000Z,text,3364,3497,,
fragments/1,Ressourcen/Team,cbe124367,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0020,highlight,#2ea8e5,Auszug 0020,,1,#Code Ressourcen/Team,ann,2026-06-08T14:53:00.000Z,2026-06-08T14:53:00.000Z,2026-06-08T14:53:00.000Z,text,3537,3677,,
fragments/1,Ressourcen/Team,cbe124367,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0020,highlight,#2ea8e5,Auszug 0020,,1,#Code Ressourcen/Team,bob,2026-06-08T14:53:00.000Z,2026-06-08T14:53:00.000Z,2026-06-08T14:53:00.000Z,text,3537,3677,,
fragments/1,Belastung/emotional,c96c04b3c,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0020,highlight,#ff6666,Auszug 0020,,1,#Code Belastung/emotional,bob,2026-06-08T14:53:00.000Z,2026-06-08T14:53:00.000Z,2026-06-08T14:53:00.000Z,text,3537,3677,,
fragments/1,Belastung/emotional,c96c04b3c,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0021,highlight,#ff6666,Auszug 0021,,1,#Code Belastung/emotional,ann,2026-06-08T15:10:00.000Z,2026-06-08T15:10:00.000Z,2026-06-08T15:10:00.000Z,text,3707,3881,,
fragments/1,Belastung/emotional,c96c04b3c,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0021,highlight,#ff6666,Auszug 0021,,1,#Code Belastung/emotional,bob,2026-06-08T15:10:00.000Z,2026-06-08T15:10:00.000Z,2026-06-08T15:10:00.000Z,text,3707,3881,,
fragments/1,Belastung/emotional,c96c04b3c,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0022,highlight,#ff6666,Auszug 0022,,1,#Code Belastung/emotional,ann,2026-06-08T15:31:00.000Z,2026-06-08T15:31:00.000Z,2026-06-08T15:31:00.000Z,text,3914,4130,,
fragments/1,Belastung/emotional,c96c04b3c,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0022,highlight,#ff6666,Auszug 0022,,1,#Code Belastung/emotional,bob,2026-06-08T15:31:00.000Z,2026-06-08T15:31:00.000Z,2026-06-08T15:31:00.000Z,text,3914,4130,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0022,highlight,#5fb236,Auszug 0022,,1,#Code Bewältigung/Humor,ann,2026-06-08T15:31:00.000Z,2026-06-08T15:31:00.000Z,2026-06-08T15:31:00.000Z,text,3914,4130,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0023,highlight,#ff6666,Auszug 0023,,1,#Code Belastung/Zeitdruck,ann,2026-06-08T15:57:00.000Z,2026-06-08T15:57:00.000Z,2026-06-08T15:57:00.000Z,text,4175,4336,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0023,highlight,#ff6666,Auszug 0023,,1,#Code Belastung/Zeitdruck,bob,2026-06-08T15:57:00.000Z,2026-06-08T15:57:00.000Z,2026-06-08T15:57:00.000Z,text,4175,4336,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0024,highlight,#ff6666,Auszug 0024,,1,#Code Belastung/Zeitdruck,ann,2026-06-08T16:18:00.000Z,2026-06-08T16:18:00.000Z,2026-06-08T16:18:00.000Z,text,4383,4561,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,3,DEMO0024,highlight,#ff6666,Auszug 0024,,1,#Code Belastung/Zeitdruck,bob,2026-06-08T16:18:00.000Z,2026-06-08T16:18:00.000Z,2026-06-08T16:18:00.000Z,text,4383,4561,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0025,highlight,#ff6666,Auszug 0025,,1,#Code Belastung/körperlich,ann,2026-06-08T16:38:00.000Z,2026-06-08T16:38:00.000Z,2026-06-08T16:38:00.000Z,text,4589,4686,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0025,highlight,#ff6666,Auszug 0025,,1,#Code Belastung/körperlich,bob,2026-06-08T16:38:00.000Z,2026-06-08T16:38:00.000Z,2026-06-08T16:38:00.000Z,text,4589,4686,,
fragments/1,Bewältigung/Sport,c63f43352,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0025,highlight,#5fb236,Auszug 0025,,1,#Code Bewältigung/Sport,ann,2026-06-08T16:38:00.000Z,2026-06-08T16:38:00.000Z,2026-06-08T16:38:00.000Z,text,4589,4686,,
fragments/1,Ressourcen/Team,cbe124367,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0026,highlight,#2ea8e5,Auszug 0026,,1,#Code Ressourcen/Team,ann,2026-06-08T16:52:00.000Z,2026-06-08T16:52:00.000Z,2026-06-08T16:52:00.000Z,text,4726,4936,,
fragments/1,Ressourcen/Autonomie,cd175d5c0,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0026,highlight,#2ea8e5,Auszug 0026,,1,#Code Ressourcen/Autonomie,bob,2026-06-08T16:52:00.000Z,2026-06-08T16:52:00.000Z,2026-06-08T16:52:00.000Z,text,4726,4936,,
fragments/1,Bewältigung/Sport,c63f43352,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0027,highlight,#5fb236,Auszug 0027,,1,#Code Bewältigung/Sport,ann,2026-06-08T17:21:00.000Z,2026-06-08T17:21:00.000Z,2026-06-08T17:21:00.000Z,text,5012,5095,,
fragments/1,Bewältigung/Sport,c63f43352,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0027,highlight,#5fb236,Auszug 0027,,1,#Code Bewältigung/Sport,bob,2026-06-08T17:21:00.000Z,2026-06-08T17:21:00.000Z,2026-06-08T17:21:00.000Z,text,5012,5095,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0028,highlight,#ff6666,Auszug 0028,,1,#Code Belastung/Zeitdruck,ann,2026-06-08T17:36:00.000Z,2026-06-08T17:36:00.000Z,2026-06-08T17:36:00.000Z,text,5161,5228,,
fragments/1,Bewältigung/Distanz,c0bac907c,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0028,highlight,#5fb236,Auszug 0028,,1,#Code Bewältigung/Distanz,bob,2026-06-08T17:36:00.000Z,2026-06-08T17:36:00.000Z,2026-06-08T17:36:00.000Z,text,5161,5228,,
fragments/1,Ressourcen/Team,cbe124367,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0029,highlight,#2ea8e5,Auszug 0029,,1,#Code Ressourcen/Team,ann,2026-06-08T17:46:00.000Z,2026-06-08T17:46:00.000Z,2026-06-08T17:46:00.000Z,text,5263,5370,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0030,highlight,#5fb236,Auszug 0030,,1,#Code Bewältigung/Humor,ann,2026-06-08T18:03:00.000Z,2026-06-08T18:03:00.000Z,2026-06-08T18:03:00.000Z,text,5433,5642,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0030,highlight,#5fb236,Auszug 0030,,1,#Code Bewältigung/Humor,bob,2026-06-08T18:03:00.000Z,2026-06-08T18:03:00.000Z,2026-06-08T18:03:00.000Z,text,5433,5642,,
fragments/1,Ressourcen/Anerkennung,cf30ac49f,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0031,highlight,#2ea8e5,Auszug 0031,,1,#Code Ressourcen/Anerkennung,ann,2026-06-08T18:31:00.000Z,2026-06-08T18:31:00.000Z,2026-06-08T18:31:00.000Z,text,5716,5850,,
fragments/1,Ressourcen/Autonomie,cd175d5c0,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0031,highlight,#2ea8e5,Auszug 0031,,1,#Code Ressourcen/Autonomie,bob,2026-06-08T18:31:00.000Z,2026-06-08T18:31:00.000Z,2026-06-08T18:31:00.000Z,text,5716,5850,,
fragments/1,Ressourcen/Team,cbe124367,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0032,highlight,#2ea8e5,Auszug 0032,,1,#Code Ressourcen/Team,ann,2026-06-08T18:51:00.000Z,2026-06-08T18:51:00.000Z,2026-06-08T18:51:00.000Z,text,5914,6109,,
fragments/1,Ressourcen/Team,cbe124367,Station-1,Demo,2026,Interview Station-1,ITEMSTAT100,ATTASTAT100,Station-1.txt,4,DEMO0032,highlight,#2ea8e5,Auszug 0032,,1,#Code Ressourcen/Team,bob,2026-06-08T18:51:00.000Z,2026-06-08T18:51:00.000Z,2026-06-08T18:51:00.000Z,text,5914,6109,,
fragments/1,Belastung/Zeitdruck,ca94d6b9f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0033,highlight,#ff6666,Auszug 0033,,1,#Code Belastung/Zeitdruck,ann,2026-06-08T21:05:00.000Z,2026-06-08T21:05:00.000Z,2026-06-08T21:05:00.000Z,text,59,190,,
fragments/1,Bewältigung/Distanz,c0bac907c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0033,highlight,#5fb236,Auszug 0033,,1,#Code Bewältigung/Distanz,bob,2026-06-08T21:05:00.000Z,2026-06-08T21:05:00.000Z,2026-06-08T21:05:00.000Z,text,59,190,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0034,highlight,#5fb236,Auszug 0034,,1,#Code Bewältigung/Humor,ann,2026-06-08T21:26:00.000Z,2026-06-08T21:26:00.000Z,2026-06-08T21:26:00.000Z,text,263,358,,
fragments/1,Bewältigung/Humor,cdd0640c6,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0034,highlight,#5fb236,Auszug 0034,,1,#Code Bewältigung/Humor,bob,2026-06-08T21:26:00.000Z,2026-06-08T21:26:00.000Z,2026-06-08T21:26:00.000Z,text,263,358,,
fragments/1,Ressourcen/Team,cbe124367,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0035,highlight,#2ea8e5,Auszug 0035,,1,#Code Ressourcen/Team,ann,2026-06-08T21:41:00.000Z,2026-06-08T21:41:00.000Z,2026-06-08T21:41:00.000Z,text,410,548,,
fragments/1,Ressourcen/Anerkennung,cf30ac49f,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0035,highlight,#2ea8e5,Auszug 0035,,1,#Code Ressourcen/Anerkennung,ann,2026-06-08T21:41:00.000Z,2026-06-08T21:41:00.000Z,2026-06-08T21:41:00.000Z,text,410,548,,
fragments/1,Ressourcen/Team,cbe124367,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0035,highlight,#2ea8e5,Auszug 0035,,1,#Code Ressourcen/Team,bob,2026-06-08T21:41:00.000Z,2026-06-08T21:41:00.000Z,2026-06-08T21:41:00.000Z,text,410,548,,
fragments/1,Belastung/emotional,c96c04b3c,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0036,highlight,#ff6666,Auszug 0036,,1,#Code Belastung/emotional,ann,2026-06-08T21:58:00.000Z,2026-06-08T21:58:00.000Z,2026-06-08T21:58:00.000Z,text,582,677,,
fragments/1,Belastung/körperlich,c4d31cf9b,Station-2,Demo,2026,Interview Station-2,ITEMSTAT200,ATTASTAT200,Station-2.txt,1,DEMO0036,highlight,#ff6666,Auszug 0036,,1,#Code Belastung/körperlich,ann,2026-06-08T21:58:00.000Z,2026-06-08T21:58:00.000Z,2026-06-08T21:58:00.000Z,text,582,677,,
